accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,best_epoch,best_validation_macro_f1
0.8913043478260869,0.9075358851674641,0.8747474747474748,0.8854273364570847,0.8950806693941705,0.8913043478260869,0.8899981522805122,32,0.9098183838752893
